pub_doi,ds_doi,ds_short_name,ds_title,pub_title,pub_journal,pub_year,pub_keywords
10.1080/10106049.2020.1856197,,,,"Geoenvironmental assessment of the Mut wastewater ponds in the Dakhla Oasis, Egypt",Geocarto International,2020,ALOS PALSAR (DEM)
http://dx.doi.org/10.1002/essoar.10504845.1,,,,Improving representation of tropical wetland methane emissions with CYGNSS inundation maps,Washington: American Geophysical Union,2020,SWAMPS
http://dx.doi.org/10.5194/isprs-annals-VI-3-W1-2020-107-2020,,,,DisasterAWARE – A GLOBAL ALERTING PLATFORM FOR FLOOD EVENTS,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",2020,Sentinel 1A/B
10.1080/10106049.2020.1852611,,,,"Integrating remote sensing, GIS and in-situ data for structural mapping over a part of the NW Rif belt, Morocco",Geocarto International,2020,ALOS PALSAR
10.1080/10106049.2020.1852613,,,,Fracture aquifers identification in the Zou basin (West Africa) using remote sensing and GIS,Geocarto International,2020,PALSAR DEM
https://www.researchgate.net/profile/Jean_Doumit2/publication/345792200_Close_depressions_morphometric_analysis_in_Mount_Lebanon_based_on_the_Phased_Array_Type_L-band_Synthetic_Aperture_Radar/links/5fae0d3e299bf18c5b70786c/Close-depressions-morphometric-analysis-in-Mount-Lebanon-based-on-the-Phased-Array-Type-L-band-Synthetic-Aperture-Radar.pdf,,,,Close depressions morphometric analysis in Mount Lebanon based on the Phased Array Type L-band Synthetic Aperture Radar,Journal of the College of Basic Education,2020,ALOS PALSAR DEM
10.1007/s12524-020-01257-7,,,,PSInSAR-Based Surface Deformation Mapping of Angkor Wat Cultural Heritage Site,Journal of the Indian Society of Remote Sensing,2020,"ALOS-1, PALSAR-1, Vertex"
10.1785/0220200276,,,,"More Than 40 yr of Potentially Induced Seismicity Close to the San Andreas Fault in San Ardo, Central California",Seismological Research Letters,2020,Sentinel-1
10.1061/(asce)he.1943-5584.0001177,,,,"Streamflow Response to Land Use–Land Cover Change over the Nethravathi River Basin, India",Journal of Hydrologic Engineering,2020,ALOS PALSAR
https://doi.org/10.1117/1.JRS.14.044508,,,,Integrated crop growth and radiometric modeling to support Sentinel synthetic aperture radar observations of agricultural fields,Journal of Applied Remote Sensing,2020,Sentinel-1A
10.1029/2020EA001452,,,,"Kinematics and Dynamics of the 24 January 2020 Mw 6.7 Elazig, Turkey Earthquake",Earth and Space Science,2020,Sentinel-1
10.1007/s11069-020-04406-w,,,,Identification of flash-floods-prone river reaches in Beas river basin using GIS-based multi-criteria technique: validation using field and satellite observations,Natural Hazards,2020,"Pay to access, acknowledges scientists associated with ASF"
10.1130/b35597.1,,,,"Coseismic surface rupture during the 2018 Mw 7.5 Palu earthquake, Sulawesi Island, Indonesia",GSA Bulletin,2020,ALOS DEM
10.1007/s12040-020-01492-z,,,,"Uncertainty in hydrological analysis using multi-GCM predictions and multi-parameters under RCP 2.6 and 8.5 scenarios in Manipur River basin, India",Journal of Earth System Science,2020,"Pay to access, acknowledges scientists associated with ASF"
https://doi.org/10.5194/tc-2020-257,,,,Measuring the state and temporal evolution of glaciers using SAR-derived 3D time series of glacier surface flow,The Cryosphere Discussions,2020,Sentinel-1
10.1016/j.jhydrol.2020.125687,,,,GRACE reveals depletion of water storage in northwestern South America between ENSO extremes,Journal of Hydrology,2020,"PALSAR, Landsat, Vertex"
10.1007/s40808-020-01005-3,,,,"Mapping and modeling mangrove biophysical and biochemical parameters using Sentinel-2A satellite data in Bhitarkanika National Park, Odisha",Modeling Earth Systems and Environment,2020,Sentinel-2
http://uaf.idm.oclc.org/login?url=https://www.proquest.com/dissertations-theses/exploring-use-synthetic-aperture-radar-detecting/docview/2452933577/se-2?accountid=14470,,,,Exploring the use of synthetic aperture radar for detecting and monitoring potential long-term subsidence in the lower mississippi river valley,ProQuest Dissertations & Theses Global,2020,Sentinel-1
10.1016/j.jhydrol.2020.125649,,,,Hydro-mechanical coupling in the shallow crust – Insight from groundwater level and satellite radar imagery in a mining area,Journal of Hydrology,2020,Sentinel-1
10.1007/978-3-030-49115-4_13,,,,"Flood Frequency Analysis and Its Management in Selected Part of Bardhaman District, West Bengal","Advances in Asian Human-Environmental Research Habitat, Ecology and Ekistics",2020,Pay to access
10.1016/j.rsase.2020.100426,,,,"Catastrophic flood of August 2018, Kerala, India: Study of partitioning role of lineaments in modulating flood level using remote sensing data",Remote Sensing Applications: Society and Environment,2020,Sentinel-1A/B
10.1007/s11069-020-04345-6,,,,Multi-scenario flash flood hazard assessment based on rainfall–runoff modeling and flood inundation modeling: a case study,Natural Hazards,2020,"Pay to access, DEM?"
10.1007/s12517-020-06108-w,,,,"Evaluation of Sentinel 1–derived and open-access digital elevation model products in mountainous areas of Western Ghats, India",Arabian Journal of Geosciences,2020,"Sentinel-1, ALOS PALSAR DEM"
10.1007/s11273-020-09731-2,,,,A comparison of data mining techniques and multi-sensor analysis for inland marshes delineation,Wetlands Ecology and Management,2020,"Sentinel-1, ALOS PALSAR DEM"
10.1016/j.landusepol.2020.105141,,,,Future scenarios based on a CA-Markov land use and land cover simulation model for a tropical humid basin in the Cerrado/Atlantic forest ecotone of Brazil,Land Use Policy,2020,ALOS DEM
10.22541/au.159795464.45895016,,,,"Evaluating Watershed Hydrological Responses to Climate Changes at Hangar Watershed, Ethiopia.",,2020,DEM
10.22541/au.159863386.65555086,,,,"A Simplified Sub-Surface Soil Salinity estimation using Synergy of Sentinel-1 SAR and Sentinel-2 multispectral satellite data, for early stages of wheat crop growth in Rupnagar, Punjab, India",,2020,"Sentinel-1A, Sentinel 2A-/B"
10.47260/jesge/1119,,,,Dams Safety: Review of Satellite Remote Sensing Applications to Dams and Reservoirs,Journal of Earth Sciences and Geotechnical Engineering,2020,Seasat
10.1080/10106049.2020.1831624,,,,An approach for multi-dimensional land subsidence velocity estimation using time-series Sentinel-1 SAR datasets by applying persistent scatterer interferometry technique,Geocarto International,2020,Vertex
10.1016/j.catena.2020.105067,,,,Investigation of the influence of nonoccurrence sampling on landslide susceptibility assessment using Artificial Neural Networks,Catena,2020,ALOS PALSAR
10.3390/agronomy10121898,,,,"Land Suitability Analysis for Potato Crop in the Jucusbamba and Tincas Microwatersheds (Amazonas, NW Peru): AHP and RS–GIS Approach",Agronomy,2020,ALOS PALSAR/DEM
https://doi.org/10.3997/2214-4609.202071065,,,,Monitoring The Deformation of the Central Trans Indus Range using SNAP-StaMPS with Sentinel-1 Dataset,3rd Asia Pacific Meeting on Near Surface Geoscience and Engineering,2020,Sentinel-1
10.1785/0220200146,,,,"The 2020 Mw 6.0 Jiashi Earthquake: A Fold Earthquake Event in the Southern Tian Shan, Northwest China",Seismological Research Letters,2020,"Sentinel-1, Vertex"
10.1016/j.gsf.2020.09.007,,,,Deep learning neural networks for spatially explicit prediction of flash flood probability,Geoscience Frontiers,2020,Aster DEM
10.21163/gt_2021.161.04,,,,Application Of Gis In The Determination Of Vertical Relief Fragmentation: A Case Study On Drenica River Basin (Kosovo),Geographia Technica,2020,HR ALOS-PALSAR RTC DEM
10.1007/s10980-020-01101-w,,,,"Valleys of fire: Historical fire regimes of FOREST-GRASSLAND ecotones across the montane landscape of the Valles CALDERA National Preserve, New MEXICO, USA",Landscape Ecology,2020,ALOS PALSAR
10.1109/igarss39084.2020.9323122,,,,"Monitoring Soil Water and Organic Carbon Storage Patterns at the Arctic Foothills, Alaska, Using Insar",IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium,2020,InSAR
10.1109/igarss39084.2020.9324502,,,,Statistical Analyses of Marine Oil Pollution in a Sea Region of High Economic Use: The Western Java Sea,IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium,2020,Sentinel-1
10.1109/igarss39084.2020.9324075,,,,A global archive of dinsar co-seismic deformation maps from sentinel-1 data,IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium,2020,Sentinel-1
10.1109/igarss39084.2020.9323267,,,,Automatic extraction of Flood coverage based on dynamic surface Water extent and Sar data,IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium,2020,Sentinel-1
10.1785/0220200315,,,,"Rupture process of the M 6.5 Stanley, idaho, EARTHQUAKE inferred from SEISMIC waveform and Geodetic Data",Seismological Research Letters,2020,Sentinel-1
10.1016/j.ijmst.2020.12.021,,,,Quantifying relationships between subsidence and LONGWALL face advance using dinsar,International Journal of Mining Science and Technology,2020,Sentinel-1/Vertex
10.1016/j.ecolind.2020.107254,,,,"Spatial variation impact of Landscape patterns and land use on water quality across an urbanized watershed IN BENTONG, MALAYSIA",Ecological Indicators,2020,DEM/Vertex
10.3390/geosciences11010004,,,,"Mapping landform and LANDSLIDE Susceptibility using remote Sensing, GIS and Field observation in the Southern Cross Road, MALANG regency, East Java, Indonesia",Geosciences,2020,ALOS PALSAR DEM
10.1007/978-3-030-59109-0_9,,,,Measuring subsidence in California and its impact on Water Conveyance Infrastructure,Advances in Remote Sensing for Infrastructure Monitoring,2020,UAVSAR/Sentinel-1
10.1029/2020tc006374,,,,The influence of climate on the dynamics of mountain building within the northern patagonian andes,Tectonics,2020,ALOS PALSAR DEM
10.3390/land9120535,,,,Nationwide susceptibility mapping of landslides in Kenya using the FUZZY Analytic Hierarchy process model,Land,2020,DEM
10.5194/essd-2020-230,,,,A first investigation of HYDROGEOLOGY AND hydrogeophysics of the MAQU catchment in the Yellow RIVER source region,Earth System Science Data Discussions,2020,DEM
10.1109/jstars.2019.2956400,,,,Mapping Forested Floodplain Topography Using InSAR and Radar Altimetry,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,2019,ALOS PALSAR
https://doi.org/10.1016/j.ocecoaman.2019.105077,,,,"An indicator-based approach to assess social vulnerability of coastal areas to sea-level rise and flooding: A case study of Bandar Abbas city, Iran",Ocean & Coastal Management,2019,ALOS PALSAR
https://www.geoenvi.eu/wp-content/uploads/2019/12/D2.2-Report-on-mitigation-measures-2.pdf,,,,Report on mitigation measures Adopted solutions and recommendations to overcome environmental concerns,,2019,ALOS PALSAR
https://ntrs.nasa.gov/citations/20190034002,,,,Distinction of Deforestation Drivers in the Amazon Using Synthetic Aperture Radar (SAR) C-Band Data,,2019,Sentinel-1
https://ntrs.nasa.gov/citations/20190033484,,,,"Big Data, Cloud, and Earth Science",,2019,Sentinel-1
doi:10.3390/w11122656,,,,Modeling Groundwater Potential Zone in a Semi-Arid Region of Aseer Using Fuzzy-AHP and Geoinformation Techniques,Water,2019,ALOS PALSAR
https://ntrs.nasa.gov/citations/20190033430,,,,"Radio Frequency and Optical Communication Link Trade Studies Between Earth, Deep Space Gateway and Lunar Surface",,2019,Sentinel-1
DOI:10.5194/isprs-annals-IV-5-W2-9-2019,,,,"LANDSLIDE EXTRACTION FROM SENTINEL-2 IMAGE IN SIWALIK OF SURKHET DISTRICT, NEPAL","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",2019,DEM
https://doi.org/10.1515/geo-2019-0070,,,,"Integrating Landsat 7 and 8 data to improve basalt formation classification: A case study at Buon Ma Thuot region, Central Highland, Vietnam",Open Geosciences,2019,DEM
10.4236/ijg.2019.1012060,,,,Evolutional Characteristics of Debris Flow in the Siwalik Hills of Nepal,International Journal of Geosciences,2019,unspecified: satellite images
10.1029/2019wr026081,,,,Flooding Dynamics Within an Amazonian Floodplain: Water Circulation Patterns and Inundation Duration,Water Resources Research,2019,ALOS PALSAR
https://link.springer.com/article/10.1007/s00445-019-1333-6,,,,"Petrology of the 2016–2017 eruption of Bogoslof Island, Alaska",Bulletin of Volcanology,2019,"Pay to view, mentions Michelle Harbin"
https://link.springer.com/chapter/10.1007/978-981-15-2184-3_133,,,,Invited Lecture: New Horizons in Displacement Monitoring Using Satellite Technology in Rock and Geotechnical Engineering,LNCE,2019,Sentinel-1A/B
10.1088/1755-1315/338/1/012033,,,,"Spatial pattern of landslide potensial area by SMORPH, INDEX STORIE and SINMAP method In Pelabuhanratu and surrounding area, Indonesia",IOP Conf. Series: Earth and Environmental Science,2019,ALOS PALSAR DEM
10.3390/w11122486,,,,"“Garbage in, Garbage Out” Does Not Hold True for Indigenous Community Flood Extent Modeling in the Prairie Pothole Region",Water,2019,ALOS PALSAR DEM
10.1029/2019EA000555,,,,The 2007 Ning'er Mw 6.1 Earthquake: A Shallow Rupture in Southwest China Revealed by InSAR Measurements,Earth and Space Science,2019,InSAR
10.1002/hyp.13570,,,,Towards monitoring groundwater-dependent ecosystems using synthetic aperture radar imagery,Hydrological Processes,2019,Sentinel-1
10.1016/j.geomorph.2019.106963,,,,"Comment on ‘Gigantic rockslides induced by fluvial incision in the Diexi area along the eastern margin of the Tibetan Plateau’ by Zhao et al. (2019) Geomorphology 338, 27–42",Geomorphology,2019,ALOS PALSAR
10.1029/2019gl085116,,,,The Dynamic Response of Sea Ice to Warming in the Canadian Arctic Archipelago,Geophysical Research Letters,2019,RADARSAT-1
10.4236/ojg.2019.912096,,,,"GIS-Based Frequency Ratio Method for Identification of Potential Landslide Susceptible Area in the Siwalik Zone of Chatara-Barahakshetra Section, Nepal",Open Journal of geology,2019,DEM
10.1109/IGARSS.2019.8898145,,,,"Soil Moisture Retrieval Using Multi-Temporal Sentinel-1 Sar Datasets in Zoige Wetland, China",2019 IEEE International Geoscience and Remote Sensing Symposium,2019,Sentinel-1
10.1109/IGARSS.2019.8898125,,,,"Road Surface Deformation Assessment of Chengdu, China Using PS-InSAR Technique and Sentinel-1 Multi-Temporal SAR Datasets",2019 IEEE International Geoscience and Remote Sensing Symposium,2019,Sentinel-1
10.1109/IGARSS.2019.8899239,,,,Floodplain inundation Mapping using SAR Scattering Coefficient Thresholding and Observed Discharge Data,2019 IEEE International Geoscience and Remote Sensing Symposium,2019,API
10.1109/IGARSS.2019.8898012,,,,Water Cloud Model For Above Ground Biomass Retrival in Savanna Woodlands,2019 IEEE International Geoscience and Remote Sensing Symposium,2019,MapReady
10.1109/IGARSS.2019.8899071,,,,Impact of the Variation of Observable Areas on Landslide Study Using Insar Technique,2019 IEEE International Geoscience and Remote Sensing Symposium,2019,Sentinel-1
10.1109/IGARSS.2019.8898017,,,,Reconsideration of the Decomposition Algorithms for Quad-Pol Sar Data,2019 IEEE International Geoscience and Remote Sensing Symposium,2019,"ALOS PALSAR, UAVSAR"
10.1117/1.jrs.13.044514,,,,Capability of multidate RADARSAT-2 data to identify sugarcane lodging,Journal of Applied Remote Sensing,2019,MapReady
https://d1wqtxts1xzle7.cloudfront.net/59687508/Final_Ship_detection_Corr20190612-49201-1rakecp.pdf?1560370045=&response-content-disposition=inline%3B+filename%3DShip_detection_using_satellite_technolog.pdf&Expires=1601425832&Signature=fArDpg2liGZ0YGq-AkH~F5ETRuieBSNW0qEgWo41FQ3YAfA7tVEDYYC8~cJhFpP1P8P8dbUxWMtV3uq4PA7IrPG76GjT4YtHAdL0Urr1q7pIvDIJlyPYrTm03r6Y-ITRT8CXXnGBKmh9cDkxxXiEM8FOo08LIz3UmHSBnY9~pWddJ9h-cow7vt6UqHMxr3M2Y43hcBXHBomp~2KzBMm8WZqEjDXcyLpD9HK2Nihw~ss9wcHCwvSzJB2ziKQEQPsXNqxyh-e~pwkJLsb0w7tbKjMqg0W6lCirsZzOc4LWZFqGcIKs7mChpRLA-07G0dtjomNkpEiyshZeoLCNx4~oJw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,,,,Ship detection using satellite technology,,2019,Sentinel
https://research.library.mun.ca/13910/1/thesis.pdf,,,,Wetland Mapping and Monitoring Using Polarimetric and Interferometric Synthetic Aperture Radar (SAR) Data and Tools,,2019,"ALOS PALSAR-1, ENVISAT ASAR, ERS1/2"
10.1016/j.rse.2019.111478,,,,A multi-temporal binary-tree classification using polarimetric RADARSAT-2 imagery,Remote Sensing of Environment,2019,MapReady
10.18689/ijeg-1000109,,,,"Sinestral Rotation and NNW Shortening of the Ambato Block induced by Cenozoic NE to E-W Transpression, Argentina",International Journal of Earth Science and Geology,2019,"JAXA/METI, ALOS-1, PALSAR, ALOS"
https://www.researchgate.net/profile/Nurul_Rahatiningtyas/publication/336410444_Final_Proceeding_ICDM_2019_Volume_1/links/5d9fed9945851553ff869bdc/Final-Proceeding-ICDM-2019-Volume-1.pdf#page=24,,,,Social and Technological Innovation on Disaster for Industry 4.0,,2019,ALOS PALSAR DEM
10.3390/PROCEEDINGS2019019004,,,,"Study of Natural Hazards in the Upper Part of the Mapocho River Basin, Metropolitan Region of Chile, Using Satellite Imagery",Geology,2019,ALOS PALSAR
10.30536/j.ijreses.2019.v16.a3145,,,,DETECTING DEFORMATION DUE TO THE 2018 MERAPI VOLCANO ERUPTION USING INTERFEROMETRIC SYNTHETIC APERTURE RADAR (INSAR) FROM SENTINEL-1 TOPS,International Journal of Remote Sensing and Earth Sciences,2019,"Sentinel-1 SLC, TOPS"
10.1016/j.rsase.2019.100271,,,,Evaluation of SAR speckle filter technique for inundation mapping,Remote Sensing Applications: Society and Environment,2019,Sentinel-1
10.1117/12.2532239,,,,Sea surface temperature changes with katabatic winds observed from IR and SAR images,"Remote Sensing of the Ocean, Sea Ice, Coastal Waters, and Large Water Regions 2019",2019,pay to view
10.5194/tc-13-2673-2019,,,,Kinematic response of ice-rise divides to changes in ocean and atmosphere forcing,The Cryosphere,2019,RAMP AMM-1 SAR Image Mosaic of Antarctica
10.11137/2019_3_474_488,,,,"Hazard Map of Rincón de la Vieja Volcano, Costa Rica: Qualitative Integration of Computer Simulations and Geological Data",Anuário do Instituto de Geociências - UFRJ,2019,ALOS PALSAR
https://deepblue.lib.umich.edu/bitstream/handle/2027.42/151574/lliverse_1.pdf?sequence=1&isAllowed=y,,,,Multi‐Scale Detection and Characterization of Physical and Ecological Change in the Arctic  Using Satellite Remote Sensing,,2019,MapReady
https://www.researchgate.net/publication/336148427_Flood_inundation_prediction_for_extreme_flood_events_a_case_study_of_Tirthan_River_North_West_Himalaya,,,,"Flood inundation prediction for extreme flood events: a case study of Tirthan River, North West Himalaya",Himalayan Geology,2019,unclear
10.1029/2019GL084976,,,,ICESat‐2 Surface Height and Sea Ice Freeboard Assessed With ATM Lidar Acquisitions From Operation IceBridge,Geophysical Research Letters,2019,Corpernicus Sentinel
10.18273/revbol.v41n3-2019004.,,,,"Processing of synthetic data for the treatment of geoelectric information for hydrogeological purposes of the Málaga town, Santander (Colombia)",Bolctin de Geologia,2019,Vertex
10.5194/nhess-2019-298,,,,Three-dimensional numerical simulation of mud flow from a tailings dam failure across complex terrain,Natural Hazards and Earth System Sciences,2019,ALOS PALSAR
10.22034/gjesm.2019.04.07,,,,Future climate change impact on hydrological regime of river basin using SWAT mode,Global Journal of Environmental Science and Management,2019,ALOS PALSAR DEM
https://drum.lib.umd.edu/bitstream/handle/1903/24895/Butcher_umd_0117N_20115.pdf?sequence=2&isAllowed=y,,,,APPLYING GEODESY TO MODEL POSTSEISMIC SLIP OF THE 2016 MW 6.4 MEINONG EARTHQUAKE,,2019,"Sentinel-1, SLC"
https://digitalcommons.mtu.edu/cgi/viewcontent.cgi?article=2034&context=etdr,,,,"APPLICATION OF A DISTRIBUTED HYDROLOGIC MODEL FOR THE ANALYSIS OF L SIS OF LAND USE CH AND USE CHANGE IN KEDOUGOU, SENEGAL ANGE IN KEDOUGOU, SENEGAL",,2019,Sentinel-1
10.1029/2018wr022552,,,,Decadal‐Scale Aquifer Dynamics and Structural Complexities at a Municipal Wellfield Revealed by 25 Years of InSAR and Recent Groundwater Temperature Observations,Water Resources Research,2019,InSAR
https://search.proquest.com/docview/2292189857?pq-origsite=gscholar&fromopenview=true,,,,Recent and Future Anthropogenic Transformation of the Colombian Llanos,,2019,Vertex
https://doi.org/10.1029/2019GL084418,,,,"A New Method for Isolating Elastic From Inelastic Deformation in Aquifer Systems: Application to the San Joaquin Valley, CA. ",,2019,Sentinel-1
10.1016/j.jvolgeores.2019.106674,,,,"14C and 40Ar/39Ar radiometric dating and geologic setting of young lavas of Rancho Seco and Mazcuta volcanoes hosting archaeological sites at the margins of the Pátzcuaro and Zacapu lake basins (central Michoacán, Mexico)",Journal of Volcanology and Geothermal Research,2019,DEM
10.1016/j.jsames.2019.102359,,,,"Relationships between landform properties and vegetation patterns in the Cerro Zonda Mt., Central Precordillera of San Juan. Argentina",Journal of South American Earth Sciences,2019,ALOS PALSAR DEM
https://search.proquest.com/docview/2288657134?pq-origsite=gscholar&fromopenview=true,,,,Multi-Sensor Techniques for the Measurement of Post Eruptive Volcanic Deformation and Depositional Features,,2019,PALSAR DEM
http://www.eriaconsultants.com/documents/Copper_ver2.pdf,,,,"Spruce Beetle (Dendroctonus rufipennis) Infestation for the Copper Plateau Ecoregion, Alaska",,2019,Vertex
10.1016/j.jvolgeores.2019.106671,,,,"Interferometric synthetic aperture radar study of recent eruptive activity at Shrub mud volcano, Alaska",Journal of Volcanology and Geothermal Research,2019,"JERS-1, imagery"
https://doi.org/10.1029/2019JC015486,,,,Surface Height and Sea Ice Freeboard of the Arctic Ocean From ICESat‐2: Characteristics and Early Results,AGU,2019,Copernicus data
10.1016/j.isprsjprs.2019.08.009,,,,Ship detection from PolSAR imagery using the ambiguity removal polarimetric notch filter,ISPRS Journal of Photogrammetry and Remote Sensing,2019,"Experimental datasatets, not sure which ones"
10.1109/tgrs.2019.2934362,,,,An Algorithm for Estimating and Correcting Decorrelation Phase From InSAR Data Using Closure Phase Triplets,IEEE Transactions on Geoscience and Remote Sensing,2019,ALOS PALSAR
10.3390/geosciences9090380,,,,Remote Sensing and GIS Contribution to a Natural Hazard Database in Western Saudi Arabia,Geosciences,2019,"Sentinel-1, ALOS PALSAR"
10.5194/isprs-archives-xlii-3-w6-563-2019,,,,Evaluation Of The Performance Of Sar And Sar-Optical Fused Dataset For Crop Discrimination,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",2019,Sentinel-1A
10.3390/f10090743,,,,New Ensemble Models for Shallow Landslide Susceptibility Modeling in a Semi-Arid Watershed,Forests,2019,"DTM, ALOS PALSAR"
https://link.springer.com/chapter/10.1007/978-3-030-24974-8_3,,,,Soil Moisture Retrieval Using Microwave Remote Sensing: Review of Techniques and Applications,Geospatial Technology,2019,SMAP
10.1109/csqrwc.2019.8799114,,,,Faraday Rotation Retrieval from Polarimetric SAR using Total Variation Denosing,2019 Cross Strait Quad-Regional Radio Science and Wireless Technology Conference (CSQRWC),2019,Vertex
10.3390/geosciences9080360,,,,"Impact of Spatial Resolution of Digital Elevation Model on Landslide Susceptibility Mapping: A case Study in Kullu Valley, Himalayas",Geosciences,2019,ALOS PALSAR DEM
10.1088/1748-9326/ab3b8d,,,,Physical length scales of wind-blown snow redistribution and accumulation on relatively smooth Arctic first-year sea ice,Environmental Research Letters,2019,RADARSAT-2
10.1007/s10668-019-00442-0,,,,Integration of multi-sensor analysis and decision tree for evaluation of dual and quad-Pol SAR in L- and C-bands applied for marsh delineation,"Environment, Development and Sustainability",2019,"ALOS PALSAR, Sentinel-1"
10.1109/igarss.2019.8899775,,,,Synthetic Aperture Radar and Optical Remote Sensing of Crop Damage Attributed to Severe Weather in the Central United States,IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,2019,Franz Meyer
10.1088/1755-1315/303/1/012020,,,,Disaster mapping as decision support system to decrease abrasion impact due to climate change in Bantul Coastal Area,IOP Conference Series: Earth and Environmental Science,2019,DEM
10.1016/j.jag.2019.101914,,,,A dynamic classification scheme for mapping spectrally similar classes: Application to wetland classification,Int. J. Appl. Earth Obs. Geoinformation,2019,MapReady
10.2478/kbo-2019-0031,,,,Remote Sensing in Forest Management,International conference KNOWLEDGE-BASED ORGANIZATION,2019,ALOS PALSAR
10.1016/j.rse.2019.111326,,,,Tropospheric corrections for InSAR: Statistical assessments and applications to the Central United States and Mexico,Remote Sensing of Environment,2019,Sentinel-1
10.1093/gji/ggz332,,,,Slip distribution of the 2017 Mw6.6 Bodrum–Kos earthquake: resolving the ambiguity of fault geometry,Geophysical Journal International,2019,Sentinel-1
10.3390/iecg2019-06230,,,,Land Subsidence Monitoring in Jagadhri City Using Sentinel 1 Data and DInSAR Processing,Proceedings,2019,Sentinel-1A
10.3126/tj.v1i1.27583,,,,"Analysis of Watersheds in Gandaki Province, Nepal Using QGIS",Technical Journal,2019,DEM
10.1007/s40899-019-00342-1,,,,An integrated approach for identification of waterlogged areas using RS and GIS technique and groundwater modelling,Sustainable Water Resources Management,2019,ALOS PALSAR DEM
10.1785/0120190048,,,,Earthquake‐Scaling Relationships from Geodetically Derived Slip Distributions,Bulletin of the Seismological Society of America,2019,Sentinel
https://www.researchgate.net/profile/Jean_Doumit2/publication/334450505_MULTISCALE_TERRAIN_ANALYSIS_FOR_THE_IDENTIFICATION_OF_EROSION_SUSCEPTIBLE_AREAS_AN_EXAMPLE_OF_LEBANESE_TERRITORIES/links/5d2a9b2492851cf44081f2b2/MULTISCALE-TERRAIN-ANALYSIS-FOR-THE-IDENTIFICATION-OF-EROSION-SUSCEPTIBLE-AREAS-AN-EXAMPLE-OF-LEBANESE-TERRITORIES.pdf,,,,Multiscale Terrain Analysis for the Identification of Erosion Susceptible Areas an Example of Lebanese Territories,International Journal of Engineering and Scientific Research,2019,"ALOS PALSAR, DEM"
10.1785/0220180272,,,,"Sensitivities of Geodetic Source Analyses to Elastic Crust Heterogeneity Constrained by Seismic Tomography for the 2017 Mw 6.5 Jiuzhaigou, China, Earthquake",Seismological Research Letters,2019,SARVIEWS
10.1038/s41467-019-10908-4,,,,Rapid iceberg calving following removal of tightly packed pro-glacial mélange,Nature Communications,2019,Sentinel-1/2
10.3390/proceedings2019019010,,,,Monitoring of Mining Subsidence in a Sector of Central Chile through the Processing of a Time Series of Sentinel 1 Images Using Differential Interferometry Techniques (DInSAR),Proceedings,2019,Sentinel-1
10.1016/j.ijmst.2019.12.011,,,,Application of DInSAR for short period monitoring of initial subsidence due to longwall mining in the mountain west United States,International journal of mining science and technology,2020,Sentinel-1A/B
https://www.researchgate.net/profile/Christina_Corbane/publication/334098824_MASADA_Sentinel_1_2_User_Guide/links/5d16735a92851cf44054c69f/MASADA-Sentinel-1-2-User-Guide.pdf,,,,MASADA Sentinel 1 & 2 User Guide,JRC Technical Reports,2019,Sentinel-1
10.1109/lgrs.2019.2916225,,,,Optimal Canny’s Parameters Regressions for Coastal Line Detection in Satellite-Based SAR Images,IEEE Geoscience and Remote Sensing Letters,2019,Sentinel-1
http://juliahanjanicki.com/portfolio/idai.pdf,,,,Flood extent delineation in Mozambique after Cyclone Idai using Sentinel-1 data,,2019,Sentinel-1
10.1007/978-981-13-7067-0_8,,,,"Surface Soil Moisture Retrieval Using C-Band Synthetic Aperture Radar (SAR) over Yanco Study Site, Australia—A Preliminary Study",Applications of Geomatics in Civil Engineering,2019,Sentinel-1
10.1007/978-981-13-7067-0_48,,,,Biomass Estimation Using Synergy of ALOS-PALSAR and Landsat Data in Tropical Forests of Brazil,Applications of Geomatics in Civil Engineering,2019,ALOS PALSAR
10.1016/j.geomorph.2019.06.008,,,,Geomorphology and spatial distribution of monogenetic volcanoes in the southern Puna Plateau (NW Argentina),Geomorphology,2019,"ALOS PALSAR, DEM"
10.5194/nhess-19-1235-2019,,,,"A remote-sensing-based intensity–duration threshold, Faifa Mountains, Saudi Arabia",Natural Hazards and Earth System Sciences,2019,Sentinel-1A
10.3390/land8060095,,,,"Assessing Conflict Driven Food Security in Rakhine, Myanmar with Multisource Imagery",Land,2019,Sentinel-1
https://scholarworks.wmich.edu/cgi/viewcontent.cgi?article=4425&context=dissertations,,,,Developing Early Warning Systems for Debris Flows and Harmful Algal Blooms,,2019,Sentinel-1A
