doi,location,geocode,latitude,longitude
10.1007/s00382-021-05690-3,Asia,Asia,51.2086975,89.2343748
10.1111/mec.13517,USA,United States,39.7837304,-100.445882
10.1111/gcb.14553,MT,Malta,35.8885993,14.4476911
10.1111/gcb.13565,North America,North America,51.0000002,-109
10.1029/2020JG005786,California,"California, United States",36.7014631,-118.755997
10.1016/j.gloplacha.2021.103516,Angola,Angola,-11.8775768,17.5691241
10.1023/a:1010616428763,Mississippi,"Mississippi, United States",32.9715285,-89.7348497
10.1023/A:1012537914881,North America,North America,51.0000002,-109
10.3390/rs11212527,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1016/j.scitotenv.2020.137255,East Africa,"East Africa, 5893, Rue Sherbrooke Ouest, Côte-Saint-Antoine, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4A 1X6, Canada",45.4690945,-73.6189681
10.1002/joc.6391,Europe,أوروبا,51,10
10.3390/rs13010111,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.5194/amt-13-4437-2020,H2O,"H2O Herford, 90, Wiesestraße, Friedenstal, Herford-Stadt, Herford, Kreis Herford, Nordrhein-Westfalen, 32052, Deutschland",52.1061553,8.685909686
10.5194/amt-12-1841-2019,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.5194/acp-17-13625-2017,the Southern Hemisphere,"Europäische Südsternwarte, 2, Karl-Schwarzschild-Straße, Hochschul- und Forschungszentrum, Garching bei München, Landkreis München, Bayern, 85748, Deutschland",48.25962725,11.67131622
10.5194/acp-19-1147-2019,Southern Ocean,Southern Ocean,-59.9999999,89.9999999
10.5194/acp-18-16809-2018,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.1175/JAMC-D-20-0253.1,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1175/JHM-D-20-0171.1,Europe,أوروبا,51,10
10.1109/ACCESS.2019.2924197,South China Sea,South China Sea,15.0000001,114.9999999
10.1029/2018JD028648,west Iberia,"Iberia, T1 - T3 walkway, Ringway, Wythenshawe, Manchester, Greater Manchester, North West England, England, M90 1QD, United Kingdom",53.3609089,-2.2695633
10.1029/2021GL093373,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.5334/dsj-2017-051,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1016/j.atmosenv.2019.05.062,Northeast China,"东北, 哈尔滨市, 黑龙江省, 中国",46.4097992,127.6152447
10.3390/ijgi9110663,Indonesia,Indonesia,-2.4833826,117.8902853
10.3390/rs13101902,China,中国,35.000074,104.999927
10.21046/2070-7401-2019-16-4-137-149,Eastern Siberia,"Siberia, Matatiele Ward 17, Matatiele Local Municipality, Alfred Nzo District Municipality, Eastern Cape, South Africa",-30.4263889,28.745
10.3390/rs12233906,Beijing,"北京市, 东城区, 北京市, 100010, 中国",39.906217,116.3912757
10.1029/2017JD028137,United States,United States,39.7837304,-100.445882
10.3390/ijerph16203994,Hebei,"河北省, 中国",39.0000001,116
10.3390/rs11070871,Norway,Norge,60.5000209,9.0999715
10.1111/geb.12850,North Atlantic Ocean,North Atlantic Ocean,40,-40
10.3390/rs12010021,China,中国,35.000074,104.999927
10.1139/cjfr-2015-0006,Alaska,"Alaska, United States",64.4459613,-149.680909
10.3390/hydrology8010051,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1088/1748-9326/ab7df9,Midwest,"Midwest, Natrona County, Wyoming, 82643, United States",43.411391,-106.280075
10.1016/j.jaridenv.2016.09.004,China,中国,35.000074,104.999927
10.1111/jac.12088,North America,North America,51.0000002,-109
10.3390/rs13071251,Europe,أوروبا,51,10
10.1007/s41324-020-00353-7,Jordan,الأردن,31.1667049,36.941628
10.1016/j.rsase.2018.11.005,Shahjahanpur District,"শাহজাহানপুর, ঢাকা জেলা, ঢাকা বিভাগ, 1214, বাংলাদেশ",23.7407406,90.4240134
10.1093/jhered/esy046,west Bornean,"Bornean Orangutan, Backford, Chester, Cheshire West and Chester, North West England, England, United Kingdom",53.22813285,-2.876961511
10.3390/rs12162538,Southwest,"Southwest, Cameroun",5.0577606,9.2289407
10.1016/j.energy.2019.07.064,the North Indian Ocean,"North Indian Valley Court, Tall Timbers, Little Egg Harbor Township, Ocean County, New Jersey, 08087, United States",39.5843693,-74.3648357
10.1088/1748-9326/4/4/044006,REDD,"Redd, Stoddard County, Missouri, United States",36.8478308,-90.0606514
10.3375/043.035.0301,the Klamath Region,"Klamath Court, Teston, Vaughan, York Region, Golden Horseshoe, Ontario, L6A 2M4, Canada",43.8639129,-79.5358055
10.3390/rs13010082,ETEC,"ETEC, Val-de-Cães, Entroncamento, Belém, Região Geográfica Imediata de Belém, Região Geográfica Intermediária de Belém, Pará, Região Norte, Brasil",-1.38508765,-48.46955779
10.1016/j.agrformet.2019.107673,USA,United States,39.7837304,-100.445882
10.5194/acp-15-9747-2015,South America,South America,-21.0002179,-61.0006565
10.1007/s12524-020-01273-7,India,India,22.3511148,78.6677428
10.1186/s13021-015-0018-5,Africa,Africa,11.5024338,17.7578122
10.1111/jfr3.12672,Nash,"Nash, Bowie County, Texas, 75569, United States",33.4425458,-94.1305777
10.1088/1757-899X/490/6/062010,Changbai Mountain,"백두산/长白山, 삼지연시, 량강도, 조선민주주의인민공화국",42.0072612,128.056396
10.1007/s11069-020-04438-2,Ilme River,"Ilme, Einbeck, Landkreis Northeim, Niedersachsen, 37586, Deutschland",51.8155542,9.8112956
10.3390/RS12172764,Virginia,"Virginia, United States",37.1232245,-78.4927721
10.1007/s10530-017-1567-1,the United States,"The Summit, Guadalupe County, Texas, United States",29.6330078,-97.98859404
10.1016/j.rse.2021.112377,Southern Europe,"Île Europa, Îles Éparses de l'océan Indien, Terres australes et antarctiques françaises, France",-22.36740105,40.34624219
10.3390/rs12172747,Iran,ایران,32.6475314,54.5643516
10.7780/kjrs.2021.37.1.12,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.2480/agrmet.D-16-00012,Japan,日本,36.5748441,139.2394179
10.3390/app9071459,Northwest China,"Embassy of China, 3505, Liu Xiaobo Plaza Northwest, Van Ness, Washington, District of Columbia, 20008, United States",38.94264535,-77.06697859
10.1016/j.agwat.2018.10.030,Spain,España,39.3260685,-4.8379791
10.1007/s11069-020-04169-4,the Golestan Province,"The mosque tarakeme, بعثت, دهستان فجر, بخش مرکزی, شهرستان گنبد کاووس, استان گلستان, 49716-34463, ایران",37.2554169,55.1660465
10.3390/rs11101245,Landsat,"Ossiacher See, Ossiach, Bezirk Feldkirchen, Kärnten, 9570, Österreich",46.67188385,13.96527783
10.3390/ijgi9110659,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1080/10962247.2015.1057302,Texas,"Texas, United States",31.16857,-99.683001
10.1016/j.agrformet.2020.108253,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1029/2019JC014937,SMAP,"SMAP, 110, Rue des Genêts, Beausoleil, Les Chauveaux, Pons, Jonzac, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17800, France",45.5748055,-0.5639011786
10.1016/j.scitotenv.2020.138319,SM,San Marino,43.9458623,12.458306
10.1002/2015jd024448,Georgia,"Georgia, United States",32.3293809,-83.1137366
10.1109/tgrs.2019.2918259,Northwest China,"Embassy of China, 3505, Liu Xiaobo Plaza Northwest, Van Ness, Washington, District of Columbia, 20008, United States",38.94264535,-77.06697859
10.3390/rs12244102,California,"California, United States",36.7014631,-118.755997
10.1080/22797254.2021.1888657,Xinjiang,"新疆维吾尔自治区, 中国",42.4804953,85.4633464
10.5194/amt-11-2295-2018,SKYNET,"Skynet, Veraville Townhomes Classic, Talon Singko, 2nd District, Las Piñas, Southern Manila District, Metro Manila, 1747, Philippines",14.4284028,120.9994547
10.1007/s00703-015-0399-8,Amazonia,"Amazon basin, Caapiranga, Região Geográfica Imediata de Manacapuru, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil",-3,-62
10.1038/s41558-019-0688-1,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1029/2020WR027589,Himalayas,"Himalayas, Khumjung, Khumbupasanglahmu, सोलुखुम्बु, Province #1, नेपाल",27.985688,86.9163367
10.5194/bg-18-2119-2021,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.3390/w13020124,Central Asia,"Central Asia, классический маршрут, Чон-Алайский район, Ошская область, Кыргызстан",39.4009215,72.8676621
10.5194/acp-21-11133-2021,Pandora,"Pandora, Pandora Township, Putnam County, Ohio, 45877, United States",40.9481079,-83.9610538
10.1016/j.envpol.2016.04.068,the United States,"The Summit, Guadalupe County, Texas, United States",29.6330078,-97.98859404
10.5194/gmd-11-4909-2018,Asia,Asia,51.2086975,89.2343748
10.1371/journal.pone.0228535,U.S.,"Unterer See, Bahnhof, Böblingen (Stadt), Böblingen, Landkreis Böblingen, Baden-Württemberg, 71032, Deutschland",48.6840674,9.009582476
10.1016/j.jenvman.2015.11.036,China,中国,35.000074,104.999927
10.3390/s21092935,South America,South America,-21.0002179,-61.0006565
10.1029/2018JD029710,India,India,22.3511148,78.6677428
10.1007/s10113-021-01756-4,Latin America,"Breakfast in America, Rue des Écoles, Quartier Saint-Victor, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",48.84774885,2.351138359
10.3390/rs13020227,Greenland,Kalaallit Nunaat,77.6192349,-42.8125967
10.3390/rs12213479,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.3390/rs13030438,USA,United States,39.7837304,-100.445882
10.1038/s41559-021-01396-1,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1080/01621459.2020.1860769,Wisconsin,"Wisconsin, United States",44.4308975,-89.6884637
10.5194/acp-20-15401-2020,Africa,Africa,11.5024338,17.7578122
10.1175/JAMC-D-19-0042.1,Africa,Africa,11.5024338,17.7578122
10.1111/ejss.12566,Anhui Province,"安徽医科大学, 南一环路, 梅山路, 三里庵街道, 蜀山区, 合肥市, 安徽省, 230022, 中国",31.8512134,117.2576393
10.1016/j.eneco.2019.104505,Greenland,Kalaallit Nunaat,77.6192349,-42.8125967
10.1177/0309133320986902,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1111/ecog.03109,Africa,Africa,11.5024338,17.7578122
10.1016/j.rse.2020.112028,the United States,"The Summit, Guadalupe County, Texas, United States",29.6330078,-97.98859404
10.3390/s19224873,PA,Panamá,8.559559,-81.1308434
10.1111/j.1600-0889.2010.00494.x,Siberia,"Сибирь, Богучанский район, Красноярский край, Сибирский федеральный округ, Россия",60,100
10.1029/2020JD034171,Iberia,"Iberia, España",39.8952029,-4.498363047
10.1002/eco.2244,South America,South America,-21.0002179,-61.0006565
10.1111/gcb.12001,Central Europe,"Central Europe, Muskogee County, Oklahoma, 74423, United States",35.670119,-95.167241
10.1016/j.jhydrol.2020.124933,Chaco,"Chaco, Argentina",-26.3829647,-60.8816092
10.1016/j.jplph.2016.08.007,North America,North America,51.0000002,-109
10.5194/acp-21-9839-2021,the Southern Hemisphere,"Europäische Südsternwarte, 2, Karl-Schwarzschild-Straße, Hochschul- und Forschungszentrum, Garching bei München, Landkreis München, Bayern, 85748, Deutschland",48.25962725,11.67131622
10.1007/s40999-017-0147-1,India,India,22.3511148,78.6677428
10.1016/j.earscirev.2021.103543,Lake Eyre,"Kati Thanda-Lake Eyre (North), South Australia, Australia",-28.48036385,137.2979051
10.3390/cli7020032,the Antelope Valley,"The Rental Store, Patty Avenue, Antelope Valley-Crestview, Gillette, Campbell County, Wyoming, 82718, United States",44.2409442,-105.4699395
10.5194/nhess-21-1615-2021,valley,"Valley County, Nebraska, United States",41.5595723,-98.9805484
10.1038/srep17445,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1007/s10342-017-1028-5,Europe,أوروبا,51,10
10.3390/su11205672,North China,"North China, North Village Drive, Centerville, Montgomery County, Ohio, 45459, United States",39.65598775,-84.15662069
10.1007/s11119-016-9464-7,pH,Philippines,12.7503486,122.7312101
10.3390/rs12193231,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1038/s41598-020-67423-6,Hangzhou,"杭州市, 浙江省, 中国",30.2489634,120.2052342
10.1007/s12517-021-06804-1,China,中国,35.000074,104.999927
10.1080/17538947.2021.1919230,Zagros mountains,"Zagros Mountains, دهستان پادناوسطی, بخش پادنا, شهرستان سمیرم, استان اصفهان, ایران",30.945,51.44
10.3390/s19204363,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1016/j.jhydrol.2020.125827,the United States of America,"The Summit, Guadalupe County, Texas, United States",29.6330078,-97.98859404
10.1038/s41467-018-08258-8,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.1080/20964471.2020.1837529,Ethiopia,ኢትዮጵያ,10.2116702,38.6521203
10.1007/s12145-019-00424-w,Brazil,Brasil,-10.3333333,-53.2
10.4209/aaqr.2020.05.0240,China,中国,35.000074,104.999927
10.2527/jas.2014-8800,U.S.,"Unterer See, Bahnhof, Böblingen (Stadt), Böblingen, Landkreis Böblingen, Baden-Württemberg, 71032, Deutschland",48.6840674,9.009582476
10.1016/j.gecco.2020.e01422,China,中国,35.000074,104.999927
10.1016/j.agrformet.2017.03.008,North America,North America,51.0000002,-109
10.1029/2018JD028428,India,India,22.3511148,78.6677428
10.1016/j.atmosenv.2019.03.031,Pakistan,پاکستان,30.3308401,71.247499
10.1007/s12524-021-01372-z,Kendujhar District,"District Headquarter Hospital, Keonjhar, NH49, Kendujhargarh, Kendujhar Town, Kendujhar, Odisha, 758001, India",21.6285558,85.5956629
10.3390/rs11202419,Ontario,"Ontario, Canada",50.000678,-86.000977
10.1080/22797254.2020.1831969,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1016/j.soilbio.2017.01.004,California,"California, United States",36.7014631,-118.755997
10.3390/rs12020291,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1111/gcb.14287,Canada,Canada,61.0666922,-107.991707
10.1016/j.agrformet.2020.108217,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1175/JHM-D-20-0222.1,United States,United States,39.7837304,-100.445882
10.1126/sciadv.abb9569,Europe,أوروبا,51,10
10.1007/s00227-019-3543-z,Australia,Australia,-24.7761086,134.755
10.1029/2021JD034991,the Great Plains,"The Deck Store, 5783, 80 Avenue SE, Great Plains, Calgary, Alberta, T2C 4S6, Canada",50.9802359,-113.9471964
10.1071/wf19039,China,中国,35.000074,104.999927
10.1186/s13717-020-00255-4,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1080/00380768.2014.917593,albedo,"Albedo, Koninklijke Baan, Bredene-Bad, Bredene, Oostende, West-Vlaanderen, Vlaanderen, 8450, België / Belgique / Belgien",51.25648525,2.980068358
10.3390/atmos12050559,Siberia,"Сибирь, Богучанский район, Красноярский край, Сибирский федеральный округ, Россия",60,100
10.5194/gmd-14-2603-2021,United States,United States,39.7837304,-100.445882
10.1175/JTECH-D-20-0079.1,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1007/s00442-011-2016-y,the Oregon Coast Range,"Mid-Coast Range Road, Lane County, Oregon, United States",43.753911,-122.6146425
10.5194/gmd-9-4461-2016,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1002/joc.6351,China,中国,35.000074,104.999927
10.1038/s41597-021-00891-1,US,United States,39.7837304,-100.445882
10.3390/rs12223793,Northeast Greenland,"Greenland, Hillside Drive, Hougang, Northeast, 534635, Singapore",1.3557149,103.8793219
10.1016/j.inffus.2012.04.001,Portugal,Portugal,40.0332629,-7.8896263
10.3390/s19204471,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.5194/tc-15-265-2021,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1029/2018JD028770,China,中国,35.000074,104.999927
10.5194/acp-17-10619-2017,the Yellow Sea,"Yellow Sea, M. Nομικού, Όρμος Φηρών, Φηρά, Δημοτική Ενότητα Θήρας, Δήμος Θήρας, Περιφερειακή Ενότητα Θήρας, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, 84700, Ελλάς",36.4215633,25.4288642
10.1016/j.agee.2019.03.012,China,中国,35.000074,104.999927
10.1016/j.ecolind.2016.01.010,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.2166/wp.2021.039,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1016/j.atmosres.2021.105662,Russia,Россия,64.6863136,97.7453061
10.1007/s00267-017-0879-3,Brazil,Brasil,-10.3333333,-53.2
10.1029/2019WR025233,Cambodia,ព្រះរាជាណាចក្រ​កម្ពុជា,13.5066394,104.869423
10.1007/s00531-020-01931-8,Vietnam,Việt Nam,13.2904027,108.4265113
10.1016/j.foreco.2020.118875,Pandeiros River,"Ribeirão Pandeiros, Januária, Região Geográfica Imediata de Januária, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, Brasil",-15.6020107,-44.7089001
10.1038/s41467-018-07557-4,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1016/j.marpetgeo.2021.105091,Greece,Ελλάς,38.9953683,21.9877132
10.2166/h2oj.2020.021,India,India,22.3511148,78.6677428
10.1007/s12594-021-1711-5,NE,中国,35.000074,104.999927
10.1016/j.isprsjprs.2017.09.014,KSSR,"KSSR-AM (Santa Rosa), I 40, Santa Rosa, Guadalupe County, New Mexico, 88435, United States",34.9445033,-104.6505441
10.1371/journal.pone.0045683,U.S.,"Unterer See, Bahnhof, Böblingen (Stadt), Böblingen, Landkreis Böblingen, Baden-Württemberg, 71032, Deutschland",48.6840674,9.009582476
10.1002/2015MS000573,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1007/s10533-015-0117-0,UK,United Kingdom,54.7023545,-3.2765753
10.1080/02723646.2021.1899477,Western Mongolia,"Western Dream Canyon, 京新高速, 敖伦布拉格镇, 阿拉善左旗, 阿拉善盟, 内蒙古自治区, 中国",40.4341033,106.1942269
10.1002/eap.1701,USA,United States,39.7837304,-100.445882
10.5194/amt-12-3551-2019,Bremen,"Bremen, Deutschland",53.0758196,8.8071646
10.1016/j.jaridenv.2019.02.005,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1111/tgis.12684,Africa,Africa,11.5024338,17.7578122
10.1029/2001gl014008,U.S.,"Unterer See, Bahnhof, Böblingen (Stadt), Böblingen, Landkreis Böblingen, Baden-Württemberg, 71032, Deutschland",48.6840674,9.009582476
10.1109/LAGIRS48042.2020.9165648,Caatinga,"Caatinga, Caraibuna, Contendas do Sincorá, Região Geográfica Imediata de Vitória da Conquista, Região Geográfica Intermediária de Vitória da Conquista, Bahia, Região Nordeste, Brasil",-13.7486603,-41.1224699
10.1111/avsc.12466,Canada,Canada,61.0666922,-107.991707
10.1016/j.rsase.2021.100503,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.3390/rs11202345,China,中国,35.000074,104.999927
10.3390/rs13061131,China,中国,35.000074,104.999927
10.3390/rs12010129,Far East,"Far East, Zone 3, Jorquelleh, Bong County, Liberia",7.00194225,-9.468326368
10.1016/j.jag.2020.102283,Thrace,"Θράκης, FOINIKOS, Ωραιόκαστρο, Δήμος Ωραιοκάστρου, Περιφερειακή Ενότητα Θεσσαλονίκης, Περιφέρεια Κεντρικής Μακεδονίας, Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης, 57013, Ελλάς",40.7229413,22.9237909
10.1002/met.1519,Turkey,Türkiye,38.9597594,34.9249653
10.3390/rs13091615,Kentucky,"Kentucky, United States",37.5726028,-85.1551411
10.1002/2015gl064030,Europe,أوروبا,51,10
10.3390/rs11020103,the Qilian Mountain,"祁连路, 东丽区, 天津市, 300000, 中国",39.1478797,117.2816952
10.1016/j.agrformet.2021.108436,Central Europe,"Central Europe, Muskogee County, Oklahoma, 74423, United States",35.670119,-95.167241
10.1007/s00267-015-0603-0,Ethiopia,ኢትዮጵያ,10.2116702,38.6521203
10.1080/10106049.2020.1750063,Russia,Россия,64.6863136,97.7453061
10.1175/jamc-d-16-0226.1,North America,North America,51.0000002,-109
10.1007/s10661-019-7200-2,Hefei,"合肥市, 安徽省, 中国",31.7476995,117.3325167
10.1088/1748-9326/abcc28,post-monsoon,"Monsoon Place Northwest, Albuquerque, Bernalillo County, New Mexico, 87120-1367, United States",35.1072108,-106.7403501
10.3390/rs13020196,North America,North America,51.0000002,-109
10.1029/2019JD031924,Toronto,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
10.1007/s12517-020-06284-9,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.30638/eemj.2021.029,Asia,Asia,51.2086975,89.2343748
10.1111/gcb.14577,North America,North America,51.0000002,-109
10.1038/s41598-020-64560-w,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.3390/w13010084,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.3390/f6093002,US,United States,39.7837304,-100.445882
10.3390/rs13091836,MD,"Maryland, United States",39.5162234,-76.9382069
10.1590/1809-4430-eng.agric.v40n2p207-214/2020,Brazil,Brasil,-10.3333333,-53.2
10.1007/s10661-021-09041-x,Eastern Anatolia Region,"Doğu Anadolu Bölgesi, Türkiye",39.2815889,41.23844381
10.3390/rs13071233,Europe,أوروبا,51,10
10.1007/s12040-021-01592-4,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.3732/ajb.1400045,New England,"New England, United States",44.2057083,-70.75378387
10.3390/rs11111368,Beijing,"北京市, 东城区, 北京市, 100010, 中国",39.906217,116.3912757
10.1109/PVSC.2016.7749919,PV,"Pavia, Lombardia, Italia",45.03685465,9.137825083
10.1016/j.ecolind.2021.107737,Beijing,"北京市, 东城区, 北京市, 100010, 中国",39.906217,116.3912757
10.1016/j.jenvman.2019.03.071,China,中国,35.000074,104.999927
10.1016/j.scitotenv.2019.136037,Mainland China,"mainland China, Sir Ernest De Silva Mawatha, Cinnamon Gardens, Colombo, Kolonnawa, කොළඹ දිස්ත්‍රික්කය, බස්නාහිර පළාත, 0007, ශ්‍රී ලංකාව இலங்கை",6.9116692,79.8562234
10.5194/gmd-12-4585-2019,North America,North America,51.0000002,-109
10.3390/rs11222655,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1899/12-113.1,USA,United States,39.7837304,-100.445882
10.1016/j.rser.2020.110538,Australia,Australia,-24.7761086,134.755
10.1016/j.agrformet.2018.06.028,Great Lakes,"Great Lakes, North Chicago, Lake County, Illinois, 60080, United States",42.3093241,-87.8496551
10.1016/j.isprsjprs.2020.01.012,United States,United States,39.7837304,-100.445882
10.3390/su11092677,the North Western Pacific,"Jewish Community High School of the Bay, 1835, Ellis Street, Western Addition, San Francisco, City and County of San Francisco, California, 94115, United States",37.7814688,-122.4368078
10.3390/rs12183050,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.14214/sf.1495,Betula,"Betula, Ilirska Bistrica, Slovenija",45.5235498,14.3297168
10.1007/s11269-019-02290-z,UK,United Kingdom,54.7023545,-3.2765753
10.1016/j.scitotenv.2019.134327,United States,United States,39.7837304,-100.445882
10.5194/acp-20-10997-2020,Ascension Island,"Ascension Island, Ascension, Saint Helena, Ascension and Tristan da Cunha",-7.9461395,-14.3620561
10.3390/su13095143,Greece,Ελλάς,38.9953683,21.9877132
10.18520/cs/v117/i1/104-109,Western Himalaya,"Himalaya, no.516, Ou Yin Street, ဗဟန်း, ရန်ကုန်, Western District, ရန်ကုန်တိုင်းဒေသကြီး, 11201, မြန်မာ",16.8230151,96.159293
10.2166/wcc.2020.062,Thao River,"金汤河, ཕག་ཐག་ 捧塔乡, 甘孜藏族自治州, 四川省, 中国",30.4319,102.2850545
10.3390/s19224891,Athabasca River,"Athabasca River, T9S 1H3, Canada",55.1980385,-113.8700509
10.5194/gmd-13-3817-2020,OH,"Ohio, United States",40.2253569,-82.6881395
10.1016/j.jenvman.2013.01.040,Africa,Africa,11.5024338,17.7578122
10.1029/2019JD030767,United States,United States,39.7837304,-100.445882
10.4209/aaqr.2020.07.0470,Africa,Africa,11.5024338,17.7578122
10.1088/2515-7620/abb3b8,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1657/1523-0430(2005)037[0061:disrea]2.0.co;2,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1111/aec.12588,Andes,"Andes, Distrito Las Cuevas, Departamento Las Heras, Mendoza, Argentina",-32.6529485,-70.0118233
10.7717/peerj.10010,Laikipia,"Laikipia, Kenya",0.2858452,36.82577108
10.1007/s10021-019-00367-9,California,"California, United States",36.7014631,-118.755997
10.3390/rs12213522,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1016/j.jhydrol.2020.125617,Bolivia,Bolivia,-17.0568696,-64.9912286
10.1139/cjfr-2020-0066,Canada,Canada,61.0666922,-107.991707
10.25260/EA.20.30.1.0.1021,El Niño,"El Niño, Mula, Río Mula, Región de Murcia, 30194, España",38.0463648,-1.5267412
10.1175/JCLI-D-20-0743.1,Antarctic,Antarctica,-79.4063075,0.3149312
10.5194/acp-19-7397-2019,East Asia,"East Asia, Dapitan Street, Barangay 6, Zone 2, District 1, Pasay, Southern Manila District, Metro Manila, 1305, Philippines",14.5546203,120.9893544
10.1111/gcb.15397,Norway,Norge,60.5000209,9.0999715
10.1016/j.scitotenv.2021.147574,China,中国,35.000074,104.999927
10.3390/rs13081441,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.3390/rs12172763,LE,"Leipzig, Sachsen, Deutschland",51.3406321,12.3747329
10.1016/j.rsase.2021.100466,the Lower Delta,"The Pearl @ Mount Faber, Lower Delta Road, Radin Mas, Bukit Merah, Singapore, Central, 099453, Singapore",1.27137,103.824801
10.1016/j.funeco.2019.08.005,kauri,"Kauri, Khanna Tahsil, Ludhiana, Punjab, 141417, India",30.7239449,76.1895847
10.5194/acp-20-13379-2020,Sichuan,"四川省, 中国",30.5000001,102.4999999
10.1016/j.atmosenv.2017.08.054,Beijing,"北京市, 东城区, 北京市, 100010, 中国",39.906217,116.3912757
10.1016/j.gecco.2021.e01463,South China,"South China, China, Kennebec County, Maine, 04358, United States",44.3956249,-69.5711544
10.1029/2020JE006431,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1093/icesjms/fsw019,the Southwestern Atlantic,"Atlantic Boulevard, Eastbridge, Waterloo, Region of Waterloo, Southwestern Ontario, Ontario, N2K 4L5, Canada",43.5150229,-80.503691
10.1111/gcb.15650,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
